0.082608105	2.299311373	10
0.095456268	2.422762552	10
0.111237606	2.841333823	10
0.131989972	3.546807441	10
0.1464485	4.717634723	10
0.170578962	5.77114379	10
0.192563436	7.044399709	10
0.063890177	2.410622512	36
0.073328982	3.764236076	36
0.08933492	4.20276904	36
0.099909927	4.481091327	36
0.104600612	5.530729235	36
0.103841851	6.771289257	36
0.111578221	7.737139498	36
0.128590906	9.336520238	36
0.153398219	9.849601805	36
0.050156129	2.533040913	68
0.059700558	3.045270261	68
0.069565406	3.955560639	68
0.078913339	4.267569713	68
0.078487699	5.208407163	68
0.089394692	5.643282713	68
0.081844465	6.601425352	68
0.041969683	6.49953934	91
0.045335715	5.051846123	91
0.048607896	6.748281984	91
0.051781289	8.558748738	91
0.054268158	7.396247463	91
0.06434894	9.148795999	91
0.024268899	5.599635507	111
0.025553479	5.907187835	111
0.02619334	4.726510157	111
0.027035748	6.32336596	111
0.029134674	7.457419999	111
0.03017262	6.55973369	111
0.036143331	8.146941981	111
