0.213289037	10	8.924205379	0	0
0.396677741	10	25.79462103	0	0
0.697009967	10	49.63325183	0	0
0.976079734	10	99.87775061	0	0
1.209966777	10	149.7555012	0	0
1.260465116	10	201.1002445	0	0
0.176079734	10	8.924205379	400	0
0.362126246	10	25.42787286	400	0
0.965448505	10	99.87775061	400	0
1.06910299	10	150.8557457	400	0
1.191362126	10	201.1002445	400	0
0.16013289	10	11.12469438	600	0
0.362126246	10	24.32762836	600	0
0.662458472	10	50	600	0
0.893687708	10	99.87775061	600	0
1.010631229	10	149.7555012	600	0
1.100996678	10	200	600	0
