0.693764819	0.007186938	200	126	7.35	0.4
5.233945417	0.045714574	200	126	7.35	0.4
6.227109923	0.054142494	200	126	7.35	0.4
7.500252232	0.057835175	200	126	7.35	0.4
9.125258538	0.059180413	200	126	7.35	0.4
11.24527065	0.061763272	200	126	7.35	0.4
13.10611411	0.108369066	200	126	7.35	0.4
16.56926298	0.113460795	200	126	7.35	0.4
18.13058064	0.127895206	200	126	7.35	0.4
21.44302073	0.115115438	200	126	7.35	0.4
27.46191293	0.145450571	200	126	7.35	0.4
32.05947637	0.158983672	200	126	7.35	0.4
34.05652525	0.196078629	200	126	7.35	0.4
1.434066488	0.071543157	200	175	6.5	0.4
2.851611764	0.081201971	200	175	6.5	0.4
4.291227362	0.132529553	200	175	6.5	0.4
5.934520506	0.168400343	200	175	6.5	0.4
8.651061898	0.230563823	200	175	6.5	0.4
11.70496393	0.262997528	200	175	6.5	0.4
12.77379811	0.280956465	200	175	6.5	0.4
12.77379811	0.280956465	200	175	6.5	0.4
15.46953034	0.303832249	200	175	6.5	0.4
16.04588105	0.325315711	200	175	6.5	0.4
24.72456238	0.443999395	200	175	6.5	0.4
27.54388841	0.433553616	200	175	6.5	0.4
33.64349493	0.482944055	200	175	6.5	0.4
2.300484286	0.240673292	200	178	7.35	0.4
2.039423902	0.28112462	200	178	7.35	0.4
1.92970287	0.340637979	200	178	7.35	0.4
3.695328659	0.340806134	200	178	7.35	0.4
4.276093427	0.37062335	200	178	7.35	0.4
3.665691369	0.418184264	200	178	7.35	0.4
6.014604248	0.45293178	200	178	7.35	0.4
9.607652727	0.569940641	200	178	7.35	0.4
10.88457852	0.580776539	200	178	7.35	0.4
11.18914897	0.622472212	200	178	7.35	0.4
14.68067396	0.681138072	200	178	7.35	0.4
17.28434142	0.663528897	200	178	7.35	0.4
18.43010644	0.693399923	200	178	7.35	0.4
20.91396358	0.716255528	200	178	7.35	0.4
0.597285981	0.358368225	200	166	8.35	0.4
0.749255915	0.378620794	200	166	8.35	0.4
1.633960551	0.448943147	200	166	8.35	0.4
1.023558493	0.496504061	200	166	8.35	0.4
1.111209201	0.528655266	200	166	8.35	0.4
2.044468547	0.557315576	200	166	8.35	0.4
1.704585582	0.582283206	200	166	8.35	0.4
2.357236543	0.614488221	200	166	8.35	0.4
4.213035363	0.651569725	200	166	8.35	0.4
3.945669172	0.680115691	200	166	8.35	0.4
5.657695606	0.712421598	200	166	8.35	0.4
6.242874439	0.750572567	200	166	8.35	0.4
9.219215053	0.769903647	200	166	8.35	0.4
