0.007469467	1	0.049684141	0.006	0
0.008389761	1	0.066550897	0.006	0
0.011676217	1	0.099876801	0.006	0
0.013693807	1	0.126239759	0.006	0
0.018050807	1	0.25575131	0.006	0
0.027046795	1	0.513496394	0.006	0
0.008377344	1	0.049615841	0.0045	0
0.009966881	1	0.066488758	0.0045	0
0.012412024	1	0.10003607	0.0045	0
0.014717588	1	0.125332984	0.0045	0
0.020313325	1	0.247696719	0.0045	0
0.031354687	1	0.498816736	0.0045	0
0.012086203	1	0.049718831	0.003	0
0.013673659	1	0.066868433	0.003	0
0.017110044	1	0.100735997	0.003	0
0.021154155	1	0.125201958	0.003	0
0.030055268	1	0.250809139	0.003	0
0.037287452	1	0.522042798	0.003	0
0.013916068	1	0.049803414	0.0015	0
0.018931474	1	0.066826033	0.0015	0
0.021686167	1	0.100386726	0.0015	0
0.025216659	1	0.125577904	0.0015	0
0.036403894	1	0.251960409	0.0015	0
0.047582284	1	0.527055411	0.0015	0
0.022035947	1	0.049646693	0	0
0.026863412	1	0.066717733	0	0
0.034843586	1	0.099469571	0	0
0.040946283	1	0.125178164	0	0
0.054338187	1	0.253780582	0	0
0.067347017	1	0.512497569	0	0
