0.01166884	0.33	0.050130695	0	0
0.014228935	0.33	0.066477674	0	0
0.01572935	0.33	0.099741823	0	0
0.01765286	0.33	0.124866298	0	0
0.029344262	0.33	0.244769588	0	0
0.034555985	0.33	0.482479784	0	0
0.015565217	0.5	0.050097957	0	0
0.016184448	0.5	0.066571623	0	0
0.02146283	0.5	0.100839389	0	0
0.023994638	0.5	0.124412112	0	0
0.036831276	0.5	0.24581159	0	0
0.042417062	0.5	0.48562127	0	0
0.017793241	0.67	0.049981385	0	0
0.02020316	0.67	0.066708075	0	0
0.027039275	0.67	0.123567582	0	0
0.043658537	0.67	0.242470764	0	0
0.051734104	0.67	0.504556986	0	0
0.023007712	1	0.049894543	0	0
0.025644699	1	0.066825122	0	0
0.029344262	1	0.099152495	0	0
0.033773585	1	0.124880817	0	0
0.052339181	1	0.247032846	0	0
0.062587413	1	0.490142388	0	0
0.029734219	2	0.049955812	0	0
0.033520599	2	0.06663027	0	0
0.039777778	2	0.100707012	0	0
0.047860963	2	0.125221528	0	0
0.066296296	2	0.247648035	0	0
0.073966942	2	0.49162318	0	0
0.039777778	4	0.050008847	0	0
0.04408867	4	0.066709732	0	0
0.050564972	4	0.100169748	0	0
0.059271523	4	0.124340094	0	0
0.077826087	4	0.243957841	0	0
0.08364486	4	0.492570171	0	0
