0.015502133	2	0.049964107	0	0.00375
0.01701626	2	0.066294444	0	0.00375
0.021679631	2	0.098843337	0	0.00375
0.022932739	2	0.124642428	0	0.00375
0.03011003	2	0.249537692	0	0.00375
0.036058802	2	0.492202475	0	0.00375
0.017749837	2	0.050073837	0	0.0025
0.019545766	2	0.066474395	0	0.0025
0.022940447	2	0.098976499	0	0.0025
0.026237745	2	0.125102287	0	0.0025
0.033053601	2	0.250530454	0	0.0025
0.037987346	2	0.510983385	0	0.0025
0.020520291	2	0.049840764	0	0.00125
0.023335899	2	0.066672128	0	0.00125
0.027255045	2	0.100007562	0	0.00125
0.028560322	2	0.123288661	0	0.00125
0.035009911	2	0.246939919	0	0.00125
0.039687434	2	0.479573889	0	0.00125
0.024067447	2	0.050104667	0	0
0.027492672	2	0.066528739	0	0
0.031346092	2	0.100265368	0	0
0.033873266	2	0.125828397	0	0
0.038213749	2	0.243675143	0	0
0.040594291	2	0.496266066	0	0
