0.031168831	4.961935835	1.5
0.034682081	5.852876328	1.5
0.039215686	6.628830874	1.5
0.040133779	7.487947482	1.5
0.038461538	8.653903147	1.5
0.04109589	9.18759046	1.5
0.042402827	11.33364384	1.5
0.048	9.142714008	1.5
0.046692607	10.29909707	1.5
0.048582996	11.92226033	1.5
0.055299539	12.44035446	1.5
0.036474164	3.979502835	2.5
0.04137931	5.168324542	2.5
0.049792531	5.793650794	2.5
0.053097345	6.616813959	2.5
0.056074766	7.662835249	2.5
0.06	8.410622732	2.5
0.061538462	9.609056206	2.5
0.06122449	10.43229725	2.5
0.065217391	10.90936262	2.5
0.065217391	11.75239475	2.5
0.064516129	13.14723098	2.5
0.067039106	3.88112074	5
0.075	5.170154751	5
0.090909091	5.7365133	5
0.097560976	6.43682215	5
0.096	7.797479171	5
0.1	8.50865435	5
0.100840336	9.432743248	5
0.113207547	10.06549466	5
0.110091743	10.77649838	5
0.101694915	11.59006113	5
0.10619469	11.93590582	5
0.082191781	3.150285899	10
0.097560976	4.376236437	10
0.112149533	4.426120172	10
0.125	5.159922248	10
0.139534884	5.857572718	10
0.144578313	7.619246425	10
0.15	8.838307404	10
0.131868132	10.24561404	10
0.146341463	10.70302764	10
0.155844156	11.40981557	10
0.091603053	2.848780488	15
0.100840336	3.62121137	15
0.115384615	3.851937841	15
0.133333333	4.477291545	15
0.148148148	5.748031496	15
0.166666667	6.774627627	15
0.166666667	8.025946897	15
0.16	9.244016715	15
0.166666667	10.00616819	15
0.169014085	11.00226074	15
