0.0315	5.4971	10	0	2	0	0
0.1213	5.9961	10	0	2	0	0
0.2798	6.2979	10	0	2	0	0
0.3607	6.5957	10	0	2	0	0
0.4169	6.8975	10	0	2	0	0
0.4348	7.2495	10	0	2	0	0
0.4045	7.4971	10	0	2	0	0
0.3213	7.7988	10	0	2	0	0
0.2112	8.1044	10	0	2	0	0
0.060857143	7	0.271493213	0	2	0	0
0.100285714	7	0.4826546	0	2	0	0
0.141428571	7	0.678733032	0	2	0	0
0.174857143	7	0.874811463	0	2	0	0
0.225428571	7	1.161387632	0	2	0	0
0.221142857	7	1.478129713	0	2	0	0
0.272571429	7	1.870286576	0	2	0	0
0.324857143	7	2.383107089	0	2	0	0
0.325714286	7	2.880844646	0	2	0	0
0.341142857	7	3.876319759	0	2	0	0
0.366	7	4.886877828	0	2	0	0
0.390857143	7	9.909502262	0	2	0	0
0.045393258	7	0	78.81040892	2	0	0
0.07505618	7	0	98.14126394	2	0	0
0.090337079	7	0	119.7026022	2	0	0
0.1	7	0	179.1821561	2	0	0
0.095280899	7	0	318.9591078	2	0	0
0.1	7	0	500.3717472	2	0	0
