0.701573729	0.08074864	2	0
2.966201754	0.18377695	2	0
4.923523989	0.228484551	2	0
7.481979481	0.277626521	2	0
9.74013791	0.326795448	2	0
15.15141549	0.375681329	2	0
18.30723031	0.397839694	2	0
21.0136778	0.429015058	2	0
24.62371215	0.482550962	2	0
36.96500488	0.723812964	2	0
47.35544497	0.974226749	2	0
49.48771586	1.225381841	2	0
51.32022881	1.481052172	2	0
54.14474642	2.495161282	2	0
0.090533515	0.45	0.03804458	0
0.121901125	0.45	0.057105007	0
0.12466856	0.45	0.082142893	0
0.172382353	0.45	0.099681858	0
0.184726669	0.45	0.148264269	0
0.295168154	0.45	0.19950422	0
0.333402916	0.45	0.250956935	0
0.303548238	0.45	0.320289841	0
0.416686906	0.45	0.355315583	0
0.55981072	0.45	0.397619454	0
0.55981072	0.45	0.397619454	0
0.030723798	0.45	0.117778826	39
0.032133861	0.45	0.145767305	39
0.055379814	0.45	0.195790889	39
0.072004496	0.45	0.357804518	39
0.081616503	0.45	0.401975091	39
0.10086059	0.45	0.502102548	39
0.113337883	0.45	0.628769282	39
0.136736885	0.45	0.768663502	39
0.137570267	0.45	0.25	2.530729974
0.113823912	0.45	0.25	5.667129532
0.07907665	0.45	0.25	9.845870151
0.066328343	0.45	0.25	11.7778512
0.044803029	0.45	0.25	15.88894793
0.037822001	0.45	0.25	19.93374024
0.03526591	0.45	0.25	24.95546219
0.027417611	0.45	0.25	29.80974876
0.027596208	0.45	0.25	39.93958931
0.02204039	0.45	0.25	49.82050927
