0.798004988	0.050571437	0.25	1	0
1.645885287	0.150485854	0.25	1	0
2.743142145	0.267230118	0.25	1	0
3.715710723	0.482291807	0.25	1	0
4.488778055	0.746286992	0.25	1	0
5.336658354	0.977564299	0.25	1	0
6.234413965	1.471649284	0.25	1	0
7.10723192	1.982113681	0.25	1	0
8.204488778	2.985557453	0.25	1	0
9.825436409	5.270649321	0.25	1	0
10.57356608	10.01736218	0.25	1	0
1.670822943	0.035584274	0.25	1	91.21
3.241895262	0.071004754	0.25	1	91.21
5.561097257	0.091233329	0.25	1	91.21
7.780548628	0.209820277	0.25	1	91.21
9.27680798	0.327219718	0.25	1	91.21
10.09975062	0.525615354	0.25	1	91.21
10.52369077	0.986081594	0.25	1	91.21
10.54862843	1.47873338	0.25	1	91.21
10.57356608	2.004225888	0.25	1	91.21
10.69825436	5.255662158	0.25	1	91.21
10.72319202	10.01760787	0.25	1	91.21
0.865828308	0.1	0.25	1	0.000943241
0.873271503	0.1	0.25	1	0.110696603
0.938166271	0.1	0.25	1	0.30867684
1.112976669	0.1	0.25	1	0.609620919
1.518050225	0.1	0.25	1	1.167342729
2.032906159	0.1	0.25	1	1.907387636
2.558765077	0.1	0.25	1	2.954386718
3.172171966	0.1	0.25	1	5.266117479
3.51139894	0.1	0.25	1	9.601860779
3.620191429	0.1	0.25	1	19.51562622
3.651905915	0.1	0.25	1	48.31067072
3.62894813	0.1	0.25	1	100
